@relation InstanceResultListener

@attribute Key_Dataset {pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R3,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R4,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R1-2,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R5,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R3,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R4,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R1-2,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R5,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Remove-R3,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Remove-R4,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Remove-R1-2,pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Remove-R5}
@attribute Key_Run {1}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.lazy.IBk,weka.classifiers.rules.PART,weka.classifiers.rules.ZeroR,weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',''}
@attribute Key_Scheme_version_ID {-217733168393644444,-3080186098777067172,8121455039782598361,48055541465867954,5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 52\nSize of the tree: 103\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 41\nSize of the tree: 81\n','Number of rules: 32\n','Number of rules: 41\n','Number of rules: 36\n','Number of rules: 44\n','Number of rules: 52\n','Number of rules: 53\n','Number of rules: 54\n','Number of rules: 23\n','Number of rules: 48\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1817,369,144,49,95,0,34.027778,65.972222,0,0.1362,0.27314,0.441279,89.906926,111.806087,313.410458,48473.776583,-48160.366125,2.176462,336.623448,-334.446987,68.802673,0.477796,21.952896,1,4,0.028571,4,0.971429,136,0,0,0.5,1,0.666667,0.696932,0.985714,0.5,0.340278,0.211877,0.788123,0.659722,0.364566,0.340278,0.335241,0.134262,0.587718,0.32789,0.39471,0.340278,0.002,0.001,0,0,0,0,25971,26946,11421,68.75,48.611111,'Number of leaves: 48\nSize of the tree: 95\n',95,48,48
pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1817,369,144,58,86,0,40.277778,59.722222,0,0.216797,0.244876,0.438604,80.603666,111.128345,313.410458,55955.647634,-55642.237176,2.176462,388.580886,-386.404425,94.062044,0.653209,30.012414,1,4,0,0,1,140,0,0,1,1,1,1,1,1,0.402778,0.18567,0.81433,0.597222,0.423909,0.402778,0.409111,0.224304,0.628395,0.433496,0.500306,0.402778,0.003,0,0.015625,0,15.625,0,26884,29843,12518,61.805556,37.916667,'Number of leaves: 50\nSize of the tree: 99\n',99,50,50
pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Remove-R3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1817,369,144,56,88,0,38.888889,61.111111,0,0.20417,0.252334,0.449401,83.058476,113.863952,313.410458,60250.461094,-59937.050637,2.176462,418.40598,-416.229518,86.38552,0.599899,27.563062,1,4,0.021429,3,0.978571,137,0,0,0.571429,1,0.727273,0.747786,0.989286,0.571429,0.388889,0.184419,0.815581,0.611111,0.406898,0.388889,0.392154,0.206463,0.612842,0.396834,0.441047,0.388889,0.002,0,0,0,0,0,32200,26883,11358,58.333333,37.083333,'Number of leaves: 61\nSize of the tree: 121\n',121,61,61
pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Remove-R4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1817,369,144,47,97,0,32.638889,67.361111,0,0.115726,0.278448,0.471158,91.654325,119.376415,313.410458,72053.938032,-71740.527575,2.176462,500.37457,-498.198108,66.387051,0.461021,21.182143,1,4,0,0,1,140,0,0,1,1,1,1,1,1,0.326389,0.210369,0.789631,0.673611,0.348262,0.326389,0.329445,0.123927,0.546305,0.379989,0.432358,0.326389,0.002,0,0,0,0,0,25912,26887,11362,51.388889,39.444444,'Number of leaves: 48\nSize of the tree: 95\n',95,48,48
pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Remove-R1-2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1817,369,144,33,111,0,22.916667,77.083333,0,-0.002886,0.300702,0.462155,98.979449,117.095217,313.410458,68856.680721,-68543.270263,2.176462,478.171394,-475.994932,41.17181,0.285915,13.136706,1,4,0,0,1,140,0,0,1,1,1,1,1,1,0.229167,0.235883,0.764117,0.770833,0.262236,0.229167,0.238992,0.003649,0.477343,0.30599,0.365879,0.229167,0.001,0,0,0,0,0,22478,23889,10164,54.861111,48.194444,'Number of leaves: 41\nSize of the tree: 81\n',81,41,41
pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Remove-R5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1817,369,144,49,95,0,34.027778,65.972222,0,0.1362,0.27314,0.441279,89.906926,111.806087,313.410458,48473.776583,-48160.366125,2.176462,336.623448,-334.446987,68.802673,0.477796,21.952896,1,4,0.028571,4,0.971429,136,0,0,0.5,1,0.666667,0.696932,0.985714,0.5,0.340278,0.211877,0.788123,0.659722,0.364566,0.340278,0.335241,0.134262,0.587718,0.32789,0.39471,0.340278,0.002,0.001,0.015625,0,15.625,0,25915,26890,11365,68.75,48.611111,'Number of leaves: 48\nSize of the tree: 95\n',95,48,48
pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210312.1817,367,143,63,80,0,44.055944,55.944056,0,0.302567,0.224257,0.470574,70.068485,117.61981,332.204342,722.484363,-390.280021,2.323107,5.052338,-2.729231,120.03004,0.839371,36.131388,1,28,0.017391,2,0.982609,113,0,0,0.933333,1,0.965517,0.957654,0.993789,0.952381,0.440559,0.138075,0.861925,0.559441,0.447794,0.440559,0.427654,0.302829,0.710342,0.433595,0.431103,0.440559,0,0.002,0,0,0,0,31411,29746,12498,44.055944,20,?,?,?,?
pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R3,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210312.1817,367,143,62,81,0,43.356643,56.643357,0,0.293978,0.227037,0.473497,70.936953,118.350483,332.204342,731.018295,-398.813953,2.323107,5.112016,-2.788909,117.359577,0.820696,35.327526,1,28,0.017391,2,0.982609,113,0,0,0.933333,1,0.965517,0.957654,0.993789,0.952381,0.433566,0.139778,0.860222,0.566434,0.437049,0.433566,0.418152,0.292428,0.705511,0.425451,0.422242,0.433566,0,0.002,0,0,0,0,28431,26802,11346,43.356643,20,?,?,?,?
pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R4,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210312.1817,367,143,62,81,0,43.356643,56.643357,0,0.293202,0.22475,0.469234,70.22247,117.284888,332.204342,709.922337,-377.717996,2.323107,4.964492,-2.641385,119.609982,0.836433,36.004942,1,28,0.026087,3,0.973913,112,0,0,0.903226,1,0.949153,0.937904,0.992547,0.943623,0.433566,0.140709,0.859291,0.566434,0.418003,0.433566,0.41611,0.28405,0.74526,0.472023,0.419027,0.433566,0,0.002,0,0,0,0,28443,26806,11350,45.454545,20.559441,?,?,?,?
pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R1-2,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210312.1817,367,143,62,81,0,43.356643,56.643357,0,0.293978,0.230693,0.468234,72.079253,117.034845,332.204342,734.811567,-402.607226,2.323107,5.138542,-2.815435,116.109124,0.811952,34.951116,1,28,0.017391,2,0.982609,113,0,0,0.933333,1,0.965517,0.957654,0.993789,0.952381,0.433566,0.139545,0.860455,0.566434,0.423838,0.433566,0.396956,0.286613,0.705856,0.408747,0.399618,0.433566,0,0.002,0,0,0,0,25433,23824,10160,44.755245,21.958042,?,?,?,?
pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R5,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210312.1817,367,143,69,74,0,48.251748,51.748252,0,0.354874,0.208142,0.446162,65.033255,111.518017,332.204342,665.880025,-333.675684,2.323107,4.656504,-2.333396,136.247515,0.95278,41.013165,1,28,0.017391,2,0.982609,113,0,0,0.933333,1,0.965517,0.957654,0.993789,0.952381,0.482517,0.127859,0.872141,0.517483,0.490839,0.482517,0.466704,0.354944,0.719025,0.453959,0.47099,0.482517,0,0.002,0,0,0,0,28438,26809,11353,49.65035,21.678322,?,?,?,?
