@RELATION pacman_info
   @ATTRIBUTE pacmanX NUMERIC
   @ATTRIBUTE pacmanY NUMERIC
   @ATTRIBUTE livingGhosts NUMERIC
   @ATTRIBUTE minGhost NUMERIC
   @ATTRIBUTE score NUMERIC
   @ATTRIBUTE pacmanX2 NUMERIC
   @ATTRIBUTE pacmanY2 NUMERIC
   @ATTRIBUTE livingGhosts2 NUMERIC
   @ATTRIBUTE score2 NUMERIC
   @ATTRIBUTE class {Stop, North, South, East, West}

@data
12,10,4,6,-38,12,10,4,-39,Stop
12,10,4,5,-39,12,10,4,-40,Stop
12,10,4,5,-40,12,10,4,-41,Stop
12,10,4,6,-41,12,10,4,-42,Stop
12,10,4,7,-42,12,10,4,-43,Stop
12,10,4,6,-43,12,10,4,-44,Stop
12,10,4,7,-44,12,10,4,-45,Stop
12,10,4,8,-45,12,10,4,-46,Stop
12,10,4,9,-46,12,10,4,-47,Stop
12,10,4,8,-47,12,10,4,-48,Stop
12,10,4,9,-48,12,10,4,-49,Stop
12,10,4,8,-49,12,10,4,-50,Stop
12,10,4,7,-50,12,10,4,-51,Stop
12,10,4,7,-51,12,10,4,-52,Stop
12,10,4,8,-52,12,10,4,-53,Stop
12,10,4,7,-53,12,10,4,-54,Stop
12,10,4,7,-54,12,10,4,-55,Stop
12,10,4,6,-55,12,10,4,-56,Stop
12,10,4,5,-56,12,10,4,-57,Stop
12,10,4,6,-57,12,10,4,-58,Stop
12,10,4,6,-58,12,10,4,-59,Stop
12,10,4,5,-59,12,10,4,-60,Stop
12,10,4,6,-60,12,10,4,-61,Stop
12,10,4,6,-61,12,10,4,-62,Stop
12,10,4,6,-62,12,10,4,-63,Stop
12,10,4,5,-63,12,10,4,-64,Stop
12,10,4,6,-64,12,10,4,-65,Stop
12,10,4,5,-65,12,10,4,-66,Stop
12,10,4,5,-66,12,10,4,-67,Stop
12,10,4,4,-67,12,10,4,-68,Stop
12,10,4,3,-68,12,10,4,-69,Stop
12,10,4,4,-69,12,10,4,-70,Stop
12,10,4,4,-70,12,10,4,-71,Stop
12,10,4,3,-71,12,10,4,-72,Stop
12,10,4,2,-72,12,10,4,-73,Stop
12,10,4,3,-73,12,10,4,-74,Stop
12,10,4,2,-74,12,10,4,-75,Stop
12,10,4,3,-75,12,10,4,-76,Stop
12,10,4,4,-76,12,10,4,-77,Stop
12,10,4,3,-77,12,10,4,-78,Stop
12,10,4,4,-78,12,10,4,-79,Stop
12,10,4,5,-79,12,10,4,-80,Stop
12,10,4,5,-80,12,10,4,-81,Stop
12,10,4,4,-81,12,10,4,-82,Stop
12,10,4,3,-82,12,10,4,-83,Stop
12,10,4,4,-83,12,10,4,-84,Stop
12,10,4,5,-84,12,10,4,-85,Stop
12,10,4,4,-85,12,10,4,-86,Stop
12,10,4,3,-86,12,10,4,-87,Stop
12,10,4,4,-87,12,10,4,-88,Stop
12,10,4,4,-88,12,10,4,-89,Stop
12,10,4,3,-89,12,10,4,-90,Stop
12,10,4,3,-90,12,10,4,-91,Stop
12,10,4,4,-91,12,10,4,-92,Stop
12,10,4,3,-92,12,10,4,-93,Stop
12,10,4,4,-93,12,10,4,-94,Stop
12,10,4,5,-94,12,10,4,-95,Stop
12,10,4,4,-95,12,10,4,-96,Stop
12,10,4,3,-96,12,10,4,-97,Stop
12,10,4,4,-97,12,10,4,-98,Stop
12,10,4,5,-98,12,10,4,-99,Stop
12,10,4,4,-99,12,10,4,-100,Stop
12,10,4,5,-100,12,10,4,-101,Stop
12,10,4,5,-101,12,10,4,-102,Stop
12,10,4,4,-102,12,10,4,-103,Stop
12,10,4,3,-103,12,10,4,-104,Stop
12,10,4,4,-104,12,10,4,-105,Stop
12,10,4,3,-105,12,10,4,-106,Stop
12,10,4,3,-106,12,10,4,-107,Stop
12,10,4,2,-107,12,10,4,-108,Stop
12,10,4,2,-108,12,10,4,-109,Stop
12,10,4,1,-109,12,10,4,-110,Stop
12,10,4,1,-110,12,10,4,-111,Stop
12,10,4,2,-111,12,10,4,-112,Stop
12,10,4,3,-112,12,10,4,-113,Stop
12,10,4,3,-113,12,10,4,-114,Stop
12,10,4,2,-114,12,10,4,-115,Stop
12,10,4,2,-115,12,10,4,-116,Stop
12,10,4,3,-116,12,10,4,-117,Stop
12,10,4,2,-117,12,10,4,-118,Stop
12,10,4,2,-118,12,10,4,-119,Stop
12,10,4,1,-119,12,10,4,-120,Stop
12,10,4,2,-120,12,10,4,-121,Stop
12,10,4,3,-121,12,10,4,-122,Stop
12,10,4,3,-122,12,10,4,-123,Stop
12,10,4,3,-123,12,10,4,-124,Stop
12,10,4,2,-124,12,10,4,-125,Stop
12,10,4,3,-125,12,10,4,-126,Stop
12,10,4,4,-126,12,10,4,-127,Stop
12,10,4,5,-127,12,10,4,-128,Stop
12,10,4,5,-128,12,10,4,-129,Stop
12,10,4,4,-129,12,10,4,-130,Stop
12,10,4,3,-130,12,10,4,-131,Stop
12,10,4,3,-131,12,10,4,-132,Stop
12,10,4,2,-132,12,10,4,-133,Stop
12,10,4,3,-133,12,10,4,-134,Stop
12,10,4,2,-134,12,10,4,-135,Stop
12,10,4,3,-135,12,10,4,-136,Stop
12,10,4,4,-136,12,10,4,-137,Stop
12,10,4,4,-137,12,10,4,-138,Stop
12,10,4,3,-138,12,10,4,-139,Stop
12,10,4,3,-139,12,10,4,-140,Stop
12,10,4,4,-140,12,10,4,-141,Stop
12,10,4,3,-141,12,10,4,-142,Stop
12,10,4,4,-142,12,10,4,-143,Stop
12,10,4,4,-143,12,10,4,-144,Stop
12,10,4,4,-144,12,10,4,-145,Stop
12,10,4,5,-145,12,10,4,-146,Stop
12,10,4,4,-146,12,10,4,-147,Stop
12,10,4,3,-147,12,10,4,-148,Stop
12,10,4,4,-148,12,10,4,-149,Stop
12,10,4,5,-149,12,10,4,-150,Stop
12,10,4,4,-150,12,10,4,-151,Stop
12,10,4,3,-151,12,10,4,-152,Stop
12,10,4,3,-152,12,10,4,-153,Stop
12,10,4,4,-153,12,10,4,-154,Stop
12,10,4,3,-154,12,10,4,-155,Stop
12,10,4,2,-155,12,10,4,-156,Stop
12,10,4,3,-156,12,10,4,-157,Stop
12,10,4,2,-157,12,10,4,-158,Stop
12,10,4,1,-158,12,10,4,-159,Stop
12,10,4,2,-159,12,10,4,-160,Stop
12,10,4,3,-160,12,10,4,-161,Stop
12,10,4,3,-161,12,10,4,-162,Stop
12,10,4,4,-162,12,10,4,-163,Stop
12,10,4,3,-163,12,10,4,-164,Stop
12,10,4,4,-164,12,10,4,-165,Stop
12,10,4,5,-165,12,10,4,-166,Stop
12,10,4,4,-166,12,10,4,-167,Stop
12,10,4,5,-167,12,10,4,-168,Stop
12,10,4,5,-168,12,10,4,-169,Stop
12,10,4,4,-169,12,10,4,-170,Stop
12,10,4,3,-170,12,10,4,-171,Stop
12,10,4,2,-171,12,10,4,-172,Stop
12,10,4,3,-172,12,10,4,-173,Stop
12,10,4,3,-173,12,10,4,-174,Stop
12,10,4,2,-174,12,10,4,-175,Stop
12,10,4,2,-175,12,10,4,-176,Stop
12,10,4,3,-176,12,10,4,-177,Stop
12,10,4,3,-177,12,10,4,-178,Stop
12,10,4,3,-178,12,10,4,-179,Stop
12,10,4,3,-179,12,10,4,-180,Stop
12,10,4,4,-180,12,10,4,-181,Stop
12,10,4,5,-181,12,10,4,-182,Stop
12,10,4,4,-182,12,10,4,-183,Stop
12,10,4,3,-183,12,10,4,-184,Stop
12,10,4,2,-184,12,10,4,-185,Stop
12,10,4,3,-185,12,10,4,-186,Stop
12,10,4,2,-186,12,10,4,-187,Stop
12,10,4,1,-187,12,10,4,-188,Stop
12,10,3,2,12,12,9,3,11,Stop
12,9,2,10,211,12,8,2,210,South
12,8,2,10,210,12,7,2,209,South
12,7,2,12,209,12,6,2,208,South
12,6,2,12,208,12,5,2,207,South
12,5,2,12,207,13,5,2,206,South
13,5,2,10,206,14,5,2,205,East
14,5,2,9,205,15,5,2,204,East
15,5,2,9,204,16,5,2,203,East
16,5,2,9,203,17,5,2,202,East
17,5,2,7,202,18,5,2,201,East
18,5,2,7,201,18,4,2,200,East
18,4,2,8,200,17,4,2,199,South
17,4,2,8,199,18,4,2,198,West
18,4,2,8,198,18,5,2,197,East
18,5,2,6,197,18,6,2,196,North
18,6,2,6,196,18,5,2,195,North
18,5,2,8,195,18,4,2,194,South
18,4,2,9,194,17,4,2,193,South
17,4,2,9,193,18,4,2,192,West
18,4,2,10,192,17,4,2,191,East
17,4,2,10,191,18,4,2,190,West
18,4,2,12,190,18,5,2,189,East
18,5,2,10,189,18,4,2,188,North
18,4,2,12,188,18,3,2,187,South
18,3,2,13,187,18,4,2,186,South
18,4,2,13,186,18,5,2,185,North
18,5,2,11,185,18,4,2,184,North
18,4,2,12,184,17,4,2,183,South
17,4,2,10,183,18,4,2,182,West
18,4,2,12,182,18,3,2,181,East
18,3,2,12,181,18,4,2,180,South
18,4,2,11,180,18,5,2,179,North
18,5,2,9,179,18,6,2,178,North
18,6,2,8,178,17,6,2,177,North
17,6,2,7,177,18,6,2,176,West
18,6,2,9,176,18,5,2,175,East
18,5,2,9,175,17,5,2,174,South
17,5,2,8,174,18,5,2,173,West
18,5,2,8,173,18,6,2,172,East
18,6,2,6,172,18,5,2,171,North
18,5,2,6,171,18,4,2,170,South
18,4,2,6,170,18,3,2,169,South
18,3,2,8,169,18,4,2,168,South
18,4,2,6,168,18,3,2,167,North
18,3,2,7,167,17,3,2,166,South
17,3,2,5,166,16,3,2,165,West
16,3,2,4,165,16,4,2,164,West
16,4,2,4,164,17,4,2,163,North
17,4,2,5,163,18,4,2,162,East
18,4,2,5,162,17,4,2,161,East
17,4,2,3,161,18,4,2,160,West
18,4,2,4,160,18,3,2,159,East
18,3,2,6,159,18,4,2,158,South
18,4,2,4,158,18,5,2,157,North
18,5,2,2,157,18,4,2,156,North
18,4,2,4,156,18,3,2,155,South
18,3,2,6,155,18,4,2,154,South
18,4,2,5,154,18,5,2,153,North
18,5,2,5,153,18,6,2,152,North
18,6,2,3,152,18,5,2,151,North
18,5,2,4,151,18,6,2,150,South
18,6,2,3,150,18,7,2,149,North
18,7,2,3,149,18,6,2,148,North
18,6,2,5,148,18,7,2,147,South
18,7,2,5,147,18,6,2,146,North
12,10,4,3,0,12,10,4,-1,Stop
12,10,4,4,-1,12,10,4,-2,Stop
12,10,4,5,-2,12,10,4,-3,Stop
12,10,4,4,-3,12,10,4,-4,Stop
12,10,4,4,-4,12,10,4,-5,Stop
12,10,4,3,-5,12,10,4,-6,Stop
12,10,4,4,-6,12,10,4,-7,Stop
12,10,4,4,-7,12,10,4,-8,Stop
12,10,4,3,-8,12,10,4,-9,Stop
12,10,4,4,-9,12,10,4,-10,Stop
12,10,4,3,-10,12,10,4,-11,Stop
12,10,4,4,-11,12,10,4,-12,Stop
12,10,4,3,-12,12,10,4,-13,Stop
12,10,4,4,-13,12,10,4,-14,Stop
12,10,4,4,-14,12,10,4,-15,Stop
12,10,4,3,-15,12,10,4,-16,Stop
12,10,4,2,-16,12,10,4,-17,Stop
12,10,4,3,-17,12,10,4,-18,Stop
12,10,4,2,-18,12,10,4,-19,Stop
12,10,4,1,-19,12,10,4,-20,Stop
12,10,4,2,-20,12,10,4,-21,Stop
12,10,4,2,-21,12,10,4,-22,Stop
12,10,4,1,-22,12,10,4,-23,Stop
12,10,4,1,-23,12,10,4,-24,Stop
12,10,3,3,176,12,9,3,175,Stop
12,9,3,5,175,12,8,3,174,South
12,8,3,5,174,12,7,3,173,South
12,7,3,6,173,12,6,3,172,South
12,6,3,7,172,13,6,3,171,South
13,6,3,7,171,14,6,3,170,East
14,6,3,9,170,15,6,3,169,East
15,6,3,9,169,16,6,3,168,East
16,6,3,11,168,17,6,3,167,East
17,6,3,11,167,18,6,3,166,East
18,6,3,11,166,18,5,3,165,East
18,5,3,12,165,18,4,3,164,South
18,4,3,12,164,18,3,3,163,South
18,3,3,12,163,18,4,3,162,South
18,4,3,10,162,18,3,3,161,North
18,3,3,12,161,17,3,3,160,South
17,3,3,10,160,17,4,3,159,West
17,4,3,10,159,17,3,3,158,North
17,3,3,12,158,16,3,3,157,South
16,3,3,12,157,17,3,3,156,West
17,3,3,13,156,16,3,3,155,East
16,3,3,12,155,16,4,3,154,West
16,4,3,10,154,16,3,3,153,North
16,3,3,10,153,17,3,3,152,South
17,3,3,10,152,16,3,3,151,East
16,3,3,10,151,16,4,3,150,West
16,4,3,10,150,16,3,3,149,North
16,3,3,8,149,17,3,3,148,South
17,3,3,10,148,17,4,3,147,East
17,4,3,10,147,17,3,3,146,North
17,3,3,10,146,16,3,3,145,South
16,3,3,8,145,16,4,3,144,West
16,4,3,9,144,16,3,3,143,North
16,3,3,9,143,15,3,3,142,South
15,3,3,7,142,14,3,3,141,West
14,3,3,5,141,13,3,3,140,West
13,3,3,3,140,12,3,3,139,West
12,3,3,2,139,11,3,3,138,West
11,3,3,1,138,11,4,3,137,West
11,4,3,3,137,11,3,3,136,North
11,3,3,1,136,10,3,2,335,South
10,3,2,10,335,9,3,2,334,West
9,3,2,11,334,9,4,2,333,West
9,4,2,11,333,10,4,2,332,North
10,4,2,10,332,11,4,2,331,East
11,4,2,8,331,12,4,2,330,East
12,4,2,6,330,13,4,2,329,East
13,4,2,8,329,14,4,2,328,East
14,4,2,9,328,15,4,2,327,East
15,4,2,9,327,16,4,2,326,East
16,4,2,9,326,17,4,2,325,East
17,4,2,9,325,18,4,2,324,East
18,4,2,9,324,17,4,2,323,East
17,4,2,9,323,18,4,2,322,West
18,4,2,11,322,18,3,2,321,East
18,3,2,12,321,18,4,2,320,South
18,4,2,11,320,17,4,2,319,North
17,4,2,11,319,18,4,2,318,West
18,4,2,13,318,17,4,2,317,East
17,4,2,12,317,18,4,2,316,West
18,4,2,13,316,17,4,2,315,East
17,4,2,13,315,18,4,2,314,West
18,4,2,13,314,18,5,2,313,East
18,5,2,11,313,18,4,2,312,North
18,4,2,13,312,17,4,2,311,South
17,4,2,11,311,18,4,2,310,West
18,4,2,12,310,17,4,2,309,East
17,4,2,12,309,18,4,2,308,West
18,4,2,12,308,18,3,2,307,East
18,3,2,12,307,17,3,2,306,South
17,3,2,11,306,16,3,2,305,West
16,3,2,10,305,16,4,2,304,West
16,4,2,10,304,17,4,2,303,North
17,4,2,10,303,18,4,2,302,East
18,4,2,10,302,17,4,2,301,East
17,4,2,10,301,18,4,2,300,West
18,4,2,10,300,18,5,2,299,East
18,5,2,10,299,18,6,2,298,North
18,6,2,8,298,18,7,2,297,North
18,7,2,7,297,18,6,2,296,North
18,6,2,8,296,18,7,2,295,South
18,7,2,7,295,18,6,2,294,North
18,6,2,9,294,18,5,2,293,South
18,5,2,9,293,17,5,2,292,South
17,5,2,10,292,18,5,2,291,West
18,5,2,9,291,17,5,2,290,East
17,5,2,9,290,18,5,2,289,West
18,5,2,7,289,17,5,2,288,East
17,5,2,7,288,18,5,2,287,West
18,5,2,9,287,18,4,2,286,East
18,4,2,9,286,17,4,2,285,South
17,4,2,9,285,18,4,2,284,West
18,4,2,9,284,18,5,2,283,East
18,5,2,9,283,18,4,2,282,North
18,4,2,11,282,17,4,2,281,South
17,4,2,9,281,18,4,2,280,West
18,4,2,9,280,18,3,2,279,East
18,3,2,11,279,17,3,2,278,South
17,3,2,11,278,17,4,2,277,West
17,4,2,10,277,18,4,2,276,North
18,4,2,12,276,17,4,2,275,East
17,4,2,12,275,18,4,2,274,West
18,4,2,14,274,18,5,2,273,East
18,5,2,12,273,17,5,2,272,North
17,5,2,11,272,18,5,2,271,West
18,5,2,11,271,17,5,2,270,East
17,5,2,11,270,18,5,2,269,West
18,5,2,11,269,18,6,2,268,East
18,6,2,11,268,18,5,2,267,North
18,5,2,12,267,18,6,2,266,South
18,6,2,10,266,17,6,2,265,North
17,6,2,8,265,18,6,2,264,West
18,6,2,10,264,18,7,2,263,East
18,7,2,8,263,18,6,2,262,North
18,6,2,8,262,18,5,2,261,South
18,5,2,8,261,18,6,2,260,South
18,6,2,6,260,18,5,2,259,North
18,5,2,7,259,18,6,2,258,South
18,6,2,5,258,17,6,2,257,North
17,6,2,3,257,18,6,2,256,West
18,6,2,5,256,17,6,2,255,East
17,6,2,5,255,18,6,2,254,West
18,6,2,6,254,17,6,2,253,East
17,6,2,5,253,18,6,2,252,West
18,6,2,7,252,18,5,2,251,East
18,5,2,6,251,18,4,2,250,South
18,4,2,6,250,18,3,2,249,South
18,3,2,6,249,18,4,2,248,South
18,4,2,6,248,18,5,2,247,North
18,5,2,5,247,18,4,2,246,North
18,4,2,5,246,18,5,2,245,South
18,5,2,3,245,18,6,2,244,North
18,6,2,2,244,17,6,2,243,North
17,6,1,2,443,18,6,1,442,West
18,6,1,4,442,17,6,1,441,East
17,6,1,2,441,18,6,1,440,West
18,6,1,2,440,17,6,1,439,East
12,10,4,3,0,12,10,4,-1,Stop
12,10,4,3,-1,12,10,4,-2,Stop
12,10,4,3,-2,12,10,4,-3,Stop
12,10,4,3,-3,12,10,4,-4,Stop
12,10,4,3,-4,12,10,4,-5,Stop
12,10,4,3,-5,12,10,4,-6,Stop
12,10,4,3,-6,12,10,4,-7,Stop
12,10,4,3,-7,12,10,4,-8,Stop
12,10,4,3,-8,12,10,4,-9,Stop
12,10,4,3,-9,12,10,4,-10,Stop
12,10,4,3,-10,12,10,4,-11,Stop
12,10,4,3,-11,12,10,4,-12,Stop
12,10,4,3,-12,12,10,4,-13,Stop
12,10,4,3,-13,12,10,4,-14,Stop
12,10,4,3,-14,12,10,4,-15,Stop
12,10,4,3,-15,12,10,4,-16,Stop
12,10,4,3,-16,12,10,4,-17,Stop
12,10,4,3,-17,12,10,4,-18,Stop
12,10,4,3,-18,12,10,4,-19,Stop
12,10,4,3,-19,12,10,4,-20,Stop
12,10,4,3,-20,12,10,4,-21,Stop
12,10,4,3,-21,12,10,4,-22,Stop
12,10,4,3,-22,12,10,4,-23,Stop
12,10,4,3,-23,12,10,4,-24,Stop
12,10,4,3,-24,12,10,4,-25,Stop
12,10,4,3,-25,12,10,4,-26,Stop
12,10,4,3,-26,12,10,4,-27,Stop
12,10,4,3,-27,12,10,4,-28,Stop
12,10,4,3,-28,12,10,4,-29,Stop
12,10,4,3,-29,12,10,4,-30,Stop
12,10,4,3,-30,12,10,4,-31,Stop
12,10,4,3,-31,12,10,4,-32,Stop
12,10,4,3,-32,12,10,4,-33,Stop
12,10,4,3,-33,12,10,4,-34,Stop
12,10,4,3,-34,12,10,4,-35,Stop
12,10,4,3,-35,12,10,4,-36,Stop
12,10,4,3,-36,12,10,4,-37,Stop
12,10,4,3,-37,12,10,4,-38,Stop
12,10,4,3,-38,12,10,4,-39,Stop
12,10,4,3,-39,12,10,4,-40,Stop
12,10,4,3,-40,12,10,4,-41,Stop
12,10,4,3,-41,12,10,4,-42,Stop
12,10,4,3,-42,12,10,4,-43,Stop
12,10,4,3,-43,12,10,4,-44,Stop
12,10,4,3,-44,12,10,4,-45,Stop
12,10,4,3,-45,12,10,4,-46,Stop
12,10,4,3,-46,12,10,4,-47,Stop
12,10,4,3,-47,12,10,4,-48,Stop
12,10,4,3,-48,12,10,4,-49,Stop
12,10,4,3,-49,12,10,4,-50,Stop
12,10,4,3,-50,12,10,4,-51,Stop
12,10,4,3,-51,12,10,4,-52,Stop
12,10,4,3,-52,12,10,4,-53,Stop
12,10,4,3,-53,12,10,4,-54,Stop
12,10,4,3,-54,12,10,4,-55,Stop
12,10,4,3,-55,12,10,4,-56,Stop
12,10,4,3,-56,12,10,4,-57,Stop
12,10,4,3,-57,12,10,4,-58,Stop
12,10,4,3,-58,12,10,4,-59,Stop
12,10,4,3,-59,12,10,4,-60,Stop
12,10,4,3,-60,12,10,4,-61,Stop
12,10,4,3,-61,12,10,4,-62,Stop
12,10,4,3,-62,12,10,4,-63,Stop
12,10,4,3,-63,12,10,4,-64,Stop
12,10,4,3,-64,12,10,4,-65,Stop
12,10,4,3,-65,12,10,4,-66,Stop
12,10,4,3,-66,12,10,4,-67,Stop
12,10,4,3,-67,12,10,4,-68,Stop
12,10,4,3,-68,12,10,4,-69,Stop
12,10,4,3,-69,12,10,4,-70,Stop
12,10,4,3,-70,12,10,4,-71,Stop
12,10,4,3,-71,12,10,4,-72,Stop
12,10,4,3,-72,12,10,4,-73,Stop
12,10,4,3,-73,12,10,4,-74,Stop
12,10,4,3,-74,12,10,4,-75,Stop
12,10,4,3,-75,12,10,4,-76,Stop
12,10,4,3,-76,12,10,4,-77,Stop
12,10,4,3,-77,12,10,4,-78,Stop
12,10,4,3,-78,12,10,4,-79,Stop
12,10,4,3,-79,12,10,4,-80,Stop
12,10,4,3,-80,12,10,4,-81,Stop
12,10,4,3,-81,12,10,4,-82,Stop
12,10,4,3,-82,12,10,4,-83,Stop
12,10,4,3,-83,12,10,4,-84,Stop
12,10,4,3,-84,12,10,4,-85,Stop
12,10,4,3,-85,12,10,4,-86,Stop
12,10,4,3,-86,12,10,4,-87,Stop
12,10,4,3,-87,12,10,4,-88,Stop
12,10,4,3,-88,12,10,4,-89,Stop
12,10,4,3,-89,12,10,4,-90,Stop
12,10,4,3,-90,12,10,4,-91,Stop
12,10,4,3,-91,12,10,4,-92,Stop
12,10,4,3,-92,12,10,4,-93,Stop
12,10,4,3,-93,12,10,4,-94,Stop
12,10,4,3,-94,12,10,4,-95,Stop
12,10,4,3,-95,12,10,4,-96,Stop
12,10,4,3,-96,12,10,4,-97,Stop
12,10,4,3,-97,12,10,4,-98,Stop
12,10,4,3,-98,12,10,4,-99,Stop
12,10,4,3,-99,12,10,4,-100,Stop
12,10,4,3,-100,12,10,4,-101,Stop
12,10,4,3,-101,12,10,4,-102,Stop
12,10,4,3,-102,12,10,4,-103,Stop
12,10,4,3,-103,12,10,4,-104,Stop
12,10,4,3,-104,12,10,4,-105,Stop
12,10,4,3,-105,12,10,4,-106,Stop
12,10,4,3,-106,12,10,4,-107,Stop
12,10,4,3,-107,12,10,4,-108,Stop
12,10,4,3,-108,12,10,4,-109,Stop
12,10,4,3,-109,12,10,4,-110,Stop
12,10,4,3,-110,12,10,4,-111,Stop
12,10,4,3,-111,12,10,4,-112,Stop
12,10,4,3,-112,12,10,4,-113,Stop
12,10,4,3,-113,12,10,4,-114,Stop
12,10,4,3,-114,12,10,4,-115,Stop
12,10,4,3,-115,12,10,4,-116,Stop
12,10,4,3,-116,12,10,4,-117,Stop
12,10,4,3,-117,12,10,4,-118,Stop
12,10,4,3,-118,12,10,4,-119,Stop
12,10,4,3,-119,12,10,4,-120,Stop
12,10,4,3,-120,12,10,4,-121,Stop
12,10,4,3,-121,12,10,4,-122,Stop
12,10,4,3,-122,12,10,4,-123,Stop
12,10,4,3,-123,12,10,4,-124,Stop
12,10,4,3,-124,12,10,4,-125,Stop
12,10,4,3,-125,12,10,4,-126,Stop
12,10,4,3,-126,12,10,4,-127,Stop
12,10,4,3,-127,12,10,4,-128,Stop
12,10,4,3,-128,12,10,4,-129,Stop
12,10,4,3,-129,12,10,4,-130,Stop
12,10,4,3,-130,12,10,4,-131,Stop
12,10,4,3,-131,12,10,4,-132,Stop
12,10,4,3,-132,12,10,4,-133,Stop
12,10,4,3,-133,12,10,4,-134,Stop
12,10,4,3,-134,12,10,4,-135,Stop
12,10,4,3,-135,12,10,4,-136,Stop
12,10,4,3,-136,12,10,4,-137,Stop
12,10,4,3,-137,12,10,4,-138,Stop
12,10,4,3,-138,12,10,4,-139,Stop
12,10,4,3,-139,12,10,4,-140,Stop
12,10,4,3,-140,12,10,4,-141,Stop
12,10,4,3,-141,12,10,4,-142,Stop
12,10,4,3,-142,12,10,4,-143,Stop
12,10,4,3,-143,12,10,4,-144,Stop
12,10,4,3,-144,12,10,4,-145,Stop
12,10,4,3,-145,12,10,4,-146,Stop
12,10,4,3,-146,12,10,4,-147,Stop
12,10,4,3,-147,12,10,4,-148,Stop
12,10,4,3,-148,12,10,4,-149,Stop
12,10,4,3,-149,12,10,4,-150,Stop
12,10,4,3,-150,12,10,4,-151,Stop
12,10,4,3,-151,12,10,4,-152,Stop
12,10,4,3,-152,12,10,4,-153,Stop
12,10,4,3,-153,12,10,4,-154,Stop
12,10,4,3,-154,12,10,4,-155,Stop
12,10,4,3,-155,12,10,4,-156,Stop
12,10,4,3,-156,12,10,4,-157,Stop
12,10,4,3,-157,12,10,4,-158,Stop
12,10,4,3,-158,12,10,4,-159,Stop
12,10,4,3,-159,12,10,4,-160,Stop
12,10,4,3,-160,12,10,4,-161,Stop
12,10,4,3,-161,12,10,4,-162,Stop
12,10,4,3,-162,12,10,4,-163,Stop
12,10,4,3,-163,12,10,4,-164,Stop
12,10,4,3,-164,12,10,4,-165,Stop
12,10,4,3,-165,12,10,4,-166,Stop
12,10,4,3,-166,12,10,4,-167,Stop
12,10,4,3,-167,12,10,4,-168,Stop
12,10,4,3,-168,12,10,4,-169,Stop
12,10,4,3,-169,12,10,4,-170,Stop
12,10,4,3,-170,12,10,4,-171,Stop
12,10,4,3,-171,12,10,4,-172,Stop
12,10,4,3,-172,12,10,4,-173,Stop
12,10,4,3,-173,12,10,4,-174,Stop
12,10,4,3,-174,12,10,4,-175,Stop
12,10,4,3,-175,12,10,4,-176,Stop
12,10,4,3,-176,12,10,4,-177,Stop
12,10,4,3,-177,12,10,4,-178,Stop
12,10,4,3,-178,12,10,4,-179,Stop
12,10,4,3,-179,12,10,4,-180,Stop
12,10,4,3,-180,12,10,4,-181,Stop
